Ｂ超,Bb06
弱冠,Ca16
弱国,Di02
弱化,Ih10
弱碱,Ba06
弱女,Ah14
弱肉强食,Hj17
弱酸,Ba01
弱息,Ah14
弱项,Dd06
弱小,Ed19
弱者,Eb37
弱智,Ee17
撒,Id09
撒播,Hd20
撒布,Id08
撒旦,Dh01
撒刁,Hi54
撒欢儿,Fb02
撒谎,Hi19
撒娇,Ic03
撒拉族,Di04
撒赖,Hi54
撒落,Id09
撒漫,Ee26
撒尿,Ib08
撒泼,Hi54
撒气,Ga03
撒切尔,Af10
撒施,Hd23
撒手,Fa15
撒手不管,Gb21
撒手锏,Df09
撒网,Hd26
撒野,Hj57
撒种,Hd20
洒,Id09
洒家,Aa02
洒泪,Ic01
洒落,Ee10
洒洒,Eb01
洒扫,Fa21
洒脱,Ee10
洒脱不拘,Ee11
萨尔瓦多,Di02
萨噶达娃节,Ca25
萨克管,Bp13
萨克斯管,Bp13
萨克斯号,Bp13
萨拉热窝,Cb25
萨满教,Di12
萨其马,Br09
萨他尔,Bp13
腮,Bk02
腮帮子,Bk02
腮颊,Bk02
腮腺,Bk17
腮腺炎,Dl01
塞,Bc04
塞擦音,Bg07
塞尺,Bo18
塞规,Di24
塞内加尔,Di02
塞浦路斯,Di02
塞头,Bc04
塞外,Cb11
塞翁失马,If03
塞音,Bg07
塞责,Hi09
塞子,Bc04
塞族,Di04
赛,Eb04
赛场,Cb08
赛车,Bo21
赛程,Dd07
赛道,Cb27
赛段,Ca03
赛会制,Di09
赛马,Hh07
赛跑,Hh07
赛球,Hh07
赛区,Cb08
赛事,Da01
赛艇,Bo22
赛制,Di09
赛璐玢,Bp17
赛璐珞,Bm17
三,Dn04
三…九…,Eb01
三…四…,Ka10
三…五…,Ka10
三ｓｈｉ涉河,Da15
三八妇女节,Ca25
三八节,Ca25
三百六十行,Di18
三班六房,Af08
三板,Bo22
三宝,Dh01
三边形,Dc01
三不管,Hc09
三藏,Am01
三叉,Bk16
三叉神经,Bk16
三岔路,Cb27
三岔路口,Cb20
三长两短,Ib03
三朝元老,Al02
三尺,Bo29
三春,Ca19
三春柳,Bh01
三从四德,De01
三寸不烂之舌,De04
三寸金莲,Bk08
三寸舌,De04
三大差别,Dd04
三道头,Ae12
三点水,Dk05
三点水儿,Dk05
三叠系,Dd06
三鼎足,Ie03
三冬,Ca19
三段论,Dk12
三番五次,Ka10
三翻四复,Ig04
三废,Ba08
三分象人七分象鬼,Eb30
三坟五典,Dk20
三峰驼,Bi05
三伏,Ca20
三副,Di15
三复斯言,Ga08
三纲五常,De02
三更,Ca30
三更半夜,Ca29
三公,Af08
三公九卿,Af08
三姑六婆,Ah01
三顾茅庐,Hi03
三拐儿,Dk05
三国,Ca03
三过其门而不入,Ee40
三好,Ed03
三好生,Ae13
三和土,Bm05
三合板,Bm07
三合房,Bn01
三合会,Di10
三合土,Bm05
三合院儿,Bn01
三花脸,Ae17
三化螟,Bi21
三皇,Ed57
三魂六魄,Dh01
三极管,Bo04
三级跳远,Hh07
三季稻,Bh05
三家村,Cb25
三缄其口,Ic04
三焦,Bk05
三脚架,Bc03
三脚猫,Al04
三角,Dc01
三角板,Bo18
三角尺,Bo18
三角枫,Bh01
三角函数,Dk02
三角架,Bc03
三角裤,Bq03
三角脸,Bk02
三角恋爱,Df05
三角铁,Bm02
三角形,Dc01
三角学,Dk03
三角债,Dj04
三角洲,Be02
三教九流,Di18
三接头,Bq05
三节,Dn08
三九,Af08
三句不离本行,Ga14
三军,Di11
三匡儿,Dk05
三匡栏儿,Dk05
三老,Ae03
三垒手,Ae14
三棱镜,Bp01
三联单,Bp19
三令五申,Hc11
三六九等,Dd04
三轮,Bo21
三轮车,Bo21
三轮儿,Bo21
三轮货车,Bo21
三昧,Db09
三眠柳,Bh01
三民主义,Di08
三拇指,Bk08
三年不窥园,Ee24
三年之艾,Hj35
三撇儿,Dk05
三七开,Hj30
三千世界,Di01
三迁,Hj25
三秋,Ca20
三人成〔市〕虎,Ie01
三人成虎,Ie01
三三两两,Eb01
三色版,Bo17
三色堇,Bh02
三生有幸,If03
三牲,Bi01
三省,Gb23
三十,Dn04
三十六行,Di18
三十岁,Ca14
三视图,Dk18
三朔,Ca25
三思,Gb01
三思而行,Ee28
三屉桌,Bp26
三天打鱼，两天晒网,Ee25
三天两头,Ka10
三天两头儿,Ka10
三头六臂,De04
三头六面,Ed44
三推六问,Hm06
三弯九转,Ee04
三维空间,Cb07
三位一体,Ie08
三五,Eb01
三五成群,Ie10
三夏,Ca20
三弦,Bp13
三相,Ka23
三硝基甲苯,Bo28
三小,Dm05
三心二意,Ga11
三星,Dh01
三旬九食,Ef14
三言两语,Dk11
三叶虫,Bi18
三一律,Di24
三一三十一,Hj30
三酉,Br12
三元,Ca25
三院,Dm01
三月,Ca21
三灾八难,Da09
三占从二,Hi39
三折肱,Ee21
三贞九烈,Ak08
三只手,An03
三中全会,Di23
三资,Di09
三资企业,Di09
三字狱,Da03
三足鼎立,Ie03
三座大山,Di22
三徙,Hj25
三豕涉河,Hj65
叁,Dn04
伞,Bp34
伞兵,Ae10
伞降,Ih06
伞形,Dc01
散,Jd10
散兵,Ag09
散兵线,Cb27
散兵游勇,Ag09
散播,Ie01
散布,Id08
散步,Fb01
散场,Ig01
散发,Jd07
散光,Ee20
散会,Ig01
散伙,Hi64
散剂,Br13
散记,Dk26
散架,Ie10
散件,Dn08
散居,Hj01
散开,Ie10
散课,Ig01
散落,Ie10
散漫,Ee11
散闷,Hj48
散曲,Dk27
散热器,Bo01
散散落落,Ie10
散射,Ia07
散失,Jd08
散水,Be04
散摊儿,Hc06
散体,Dk07
散亡,If19
散文,Dk26
散文家,Al01
散文诗,Dk27
散戏,Ig01
散心,Hj48
散学,Ig01
散装,Eb07
桑,Bh09
桑白皮,Bk10
桑蚕,Bi19
桑给巴尔,Cb25
桑果,Bh13
桑寄生,Ed59
桑间濮上之音,Dk28
桑皮纸,Bp17
桑树,Bh09
桑塔纳,Bp20
桑象虫,Bi18
桑叶,Bh11
桑榆,Ca29
桑榆暮景,Ca17
桑榆晚景,Da21
桑葚,Bh13
桑葚儿,Bh07
桑葚子,Bh13
桑梓,Cb15
嗓,Bk04
嗓门儿,Bg07
嗓音,Bg07
嗓音失润,Ib19
嗓子,Bk04
嗓子眼,Bk04
丧,Jd08
丧胆,Ga16
丧夫,If16
丧服,Bq03
丧父,If16
丧魂落魄,Ga16
丧家,Di05
丧家犬,Ag06
丧家之犬,Bi07
丧假,Ca25
丧尽天良,Ee01
丧礼,Di13
丧乱,Da02
丧门,Dh01
丧门〔神〕,Dh01
丧门神,Dh01
丧明,Ib19
丧命,Ib03
丧母,If16
丧偶,If16
丧妻,If16
丧气,Ga05
丧权辱国,Ed24
丧身,Ib03
丧生,Ib03
丧失,Jd08
丧事,Da01
丧室,If16
丧亡,Ib03
丧心病狂,Ee01
丧葬,Hj53
丧葬费,Dj08
丧钟,Bp31
丧子之痛,Da10
搔,Fa01
搔到,Fa01
搔首,Ee43
搔首弄姿,Ee43
搔头,Ic03
搔头弄姿,Ic03
搔头皮,Ga12
搔痒,Fa01
骚,Ee43
骚动,Da02
骚妇,Ak08
骚货,Ak08
骚客,Al01
骚乱,Ef01
骚扰,Hb11
骚人,Al01
骚坛,Dd05
骚体,Dk07
扫,Fc04
扫边,Hh01
扫除,Jd10
扫荡,Jd10
扫地,If05
扫地出门,Hi07
扫地以尽,Jd10
扫雷,Hb07
扫雷艇,Bo22
扫盲,Di18
扫眉才子,Al03
扫描,Fc04
扫灭,Jd10
扫墓,Hj56
扫平,Ha05
扫射,Hb06
扫视,Fc04
扫数,Ka06
扫听,Hi24
扫尾,Ig01
扫兴,Ga05
扫穴犁庭,Hb13
扫帚,Bp02
扫帚菜,Bh06
扫帚荚,Bh08
扫帚星,Bd01
扫榻以待,Hi05
嫂,Ah12
嫂夫人,Ah08
嫂嫂,Ah12
嫂子,Ah12
瑟瑟,Kf06
瑟缩,Id04
色,Bg06
色彩,Bg06
色彩斑斓,Ec06
色差,Dd04
色带,Bp25
色调,Bg06
色光,Bg03
色鬼,Ak09
色佳天下,Eb30
色酒,Br12
色觉,Df04
色拉油,Br08
色历内荏,Ee13
色盲,Ib19
色盲片,Bp15
色迷,Ak09
色目人,Di04
色谱仪,Bo18
色情,Df05
色情狂,Ak09
色散,Da22
色素,Dd10
色釉,Bm11
色泽,Bg06
色子,Bo32
色子贡,Bq02
色霁,Ga03
涩,Ed09
涩味,Bg06
涩雪,Bf01
涩嘴,Ec09
森,Eb03
森林,Bh01
森罗万象,Ed11
森然,Eb04
森森,Eb04
森严,Ee36
僧,Am01
僧侣,Am01
僧侣主义,Dk02
僧尼,Am01
僧人,Am01
僧俗,Aa01
僧徒,Am01
僧衣,Bq03
莎草,Bh03
莎鸡,Bi18
砂,Bm05
砂布,Bo08
砂浆,Bm05
砂矿,Ba08
砂砾,Bm04
砂轮,Bo25
砂仁,Br13
砂石,Bm04
砂糖,Br08
砂土,Bm04
砂型,Dd06
砂岩,Bm04
砂眼,Cb22
砂样,Dc01
砂纸,Bo08
砂子,Bm04
砂礓,Bm05
杀,Je08
杀虫剂,Br13
杀虫药,Br13
杀出重围,Hb10
杀敌,Hn05
杀风景,Ga05
杀害,Hn05
杀好,Hn05
杀回马枪,Hb03
杀机,Df14
杀鸡取卵,If25
杀鸡吓猴,Hm07
杀鸡用牛刀,If25
杀价,He02
杀菌,Hg20
杀戮,Hn05
杀灭,Jd10
杀气,Dc04
杀气腾腾,Ee01
杀青,Hg16
杀人,Hn05
杀人案,Da03
杀人不见血,Ee01
杀人不眨眼,Ee01
杀人犯,An02
杀人如麻,Ee01
杀人越货,Hn05
杀伤,Ib10
杀伤力,Dd14
杀身成仁,Ib03
杀手,An02
杀手锏,De04
杀死,Hn05
杀头,Hm10
杀一儆,Hm07
杀一儆百,Hm07
刹,Hf01
刹车,Ig02
刹那,Eb25
刹那〔间〕,Eb25
刹那间,Eb25
刹时,Eb25
沙,Bm04
沙ｘｕｎ,Bi17
沙包,Bm04
沙参,Bh08
沙层,Cb01
沙场,Be01
沙尘,Bg08
沙虫,Bi18
沙船,Bo22
沙袋,Bp11
沙地,Be02
沙丁鱼,Bi14
沙堆,Bm04
沙俄,Di02
沙发,Bp26
沙发布,Bq01
沙锅,Bp05
沙锅浅儿,Bp05
沙果,Bh07
沙荒,Be01
沙皇,Af05
沙鸡,Bi13
沙浆,Bg01
沙金,Bm01
沙坑,Cb22
沙梨,Bh07
沙里淘金,Fa25
沙砾,Bm04
沙滤水,Bg01
沙毛,Bm13
沙门,Am01
沙门氏菌,Bj01
沙弥,Am01
沙漠,Be01
沙漠地,Cb08
沙盘,Bo15
沙坪,Be01
沙浅儿,Bp05
沙丘,Bm04
沙瓤,Bh13
沙沙,Kf10
沙石,Bm04
沙滩,Be03
沙特,Di02
沙特阿拉伯,Di02
沙田,Bn12
沙田柚,Bh07
沙土,Bm04
沙文主义,Di08
沙哑,Ib19
沙眼,Bk03
沙鱼,Bi14
沙枣,Bh01
沙洲,Be02
沙柱,Bm04
沙子,Bm04
沙钻鱼,Bi14
沙嘴,Be03
沙獾,Bj01
沙碛,Be01
纱,Bb06
纱包线,Bo04
纱布,Bo20
纱厂,Dm03
纱橱,Bp27
纱窗,Bn04
纱灯,Bp01
纱锭,Bo03
纱笼,Bq03
纱帽,Bq05
纱筒,Bb04
纱线,Bp04
纱罩,Bp30
傻,Ee14
傻干,Hj12
傻高,Ea02
傻瓜,Al04
傻呵呵,Ee14
傻乎乎,Ee14
傻话,Dk11
傻劲,Dc01
傻劲儿,Dd14
傻乐,Ic01
傻里傻气,Ee14
傻气,Ee14
傻事,Da01
傻笑,Ic01
傻眼,Ic04
傻子,Al04
啥,Ba10
啥时,Ca31
啥味呢,Bq02
啥子,Ba10
煞,Ig02
煞白,Ec04
煞笔,Dk22
煞车,Ig02
煞费苦心,Gb01
煞费心机,Ee30
煞气,Dc04
煞尾,Ig01
煞有介事,Ee34
煞住,Ig02
筛,Bo08
筛骨,Bk13
筛管,Bm07
筛糠,Fd06
筛选,Fa25
筛子,Bo08
晒,Hj42
晒干,Ih04
晒台,Bn09
晒图,Hg19
晒图纸,Bp17
晒烟,Br14
珊瑚,Bp33
珊瑚虫,Bi18
珊瑚岛,Be02
珊瑚礁,Bm04
苫,Fa14
苫布,Bq01
杉,Bh01
杉篙,Bh01
杉木,Bm03
山,Be04
山包,Be04
山崩,Id06
山草,Bh03
山茶,Bh02
山城,Cb25
山川,Be04
山村,Cb25
山丹,Bh02
山道,Cb27
山道年,Bh03
山地,Be01
山颠,Bc01
山顶,Be04
山顶洞人,Ai01
山东,Di02
山东梆子,Dk29
山东快书,Dk30
山东琴书,Dk29
山东省,Di02
山洞,Cb22
山斗,Ak03
山豆根,Bh11
山峰,Be04
山冈,Be04
山冈子,Be04
山岗子,Be04
山高水长,Ed16
山高水低,Ib03
山歌,Dk28
山根,Be04
山沟,Be04
山谷,Be04
山国,Cb10
山海关,Cb25
山海经,Dk20
山核桃,Bh07
山和尚,Bi11
山河,Cb13
山河表时里,Cb19
山洪,Bg01
山洪暴发,If17
山呼,Fc10
山火,Bg03
山货,Ba04
山积,Eb01
山鸡,Bi11
山鸡椒,Bh06
山脊,Be04
山间,Be04
山涧,Be05
山椒,Be04
山椒鱼,Bi14
山脚,Be04
山轿,Bo23
山荆,Ah08
山径,Cb27
山君,Bi02
山口,Cb20
山寇,An03
山窟,Cb22
山里红,Bh07
山梁,Be04
山林,Bh01
山陵,Be04
山陵崩,Ib03
山岭,Be04
山麓,Be04
山路,Cb27
山峦,Be04
山脉,Be04
山猫,Bj01
山毛榉,Bh01
山门,Bn04
山盟海誓,Dk11
山民,Af11
山明水秀,Eb30
山南海北,Cb11
山炮,Bo27
山坡,Be04
山妻,Ah08
山墙,Bn07
山青水秀,Eb30
山清水秀,Ee31
山穷水尽,Ga12
山区,Cb10
山泉,Be07
山雀,Bi11
山人,Af11
山色,Dc02
山山水水,Dc02
山上,Be04
山石,Bm04
山势,Dc01
山水,Dc02
山水画,Dk31
山水相连,Ed32
山桃,Bh07
山桐子,Bh01
山头,Be04
山弯儿,Be04
山窝,Cb10
山窝〔窝〕,Cb10
山窝窝,Cb10
山坞,Be01
山西,Di02
山西梆子,Dk29
山西省,Di02
山系,Dd06
山峡,Be04
山下,Be04
山险,Cb19
山乡,Cb25
山响,Eb16
山向,Cb01
山崖,Be04
山羊,Bi06
山羊胡子,Bk12
山羊皮,Bm13
山腰,Be04
山药,Bh06
山药蛋,Bh06
山野,Be04
山逸,Af11
山樱桃,Bh07
山雨欲来风满楼,Ia03
山芋,Bh06
山源,Bk03
山岳,Be04
山晕,Dl01
山寨,Cb25
山珍海味,Br06
山重水复疑无路，柳暗花明又一村,Ih11
山庄,Bn02
山子,Bn20
山子石儿,Bn20
山嘴,Be04
山坳,Be01
山茱萸,Bh08
山楂,Bh07
山旮旯儿,Cb10
山旮旯子,Cb10
山魈,Bi04
删,Hg18
删除,Hg18
删繁就简,Hg18
删改,Hg18
删节,Hg18
删节号,Dk04
删略,Hg18
删汰,Ih05
删削,Hg18
煽,Hi56
煽动,Hi56
煽风点火,Hi56
煽惑,Hi56
衫,Bq03
闪,Jd07
闪避,Hj38
闪电,Bf06
闪电战,Di11
闪动,Fc02
闪躲,Hj38
闪光,Bg03
闪光弹,Bo28
闪光灯,Bp01
闪击,Hb08
闪击战,Di11
闪开,Hi30
闪亮,Ia07
闪念,Df14
闪闪,Ia07
闪射,Ia07
闪失,Da14
闪石,Bm04
闪烁,Ia07
闪烁其辞,Hi12
闪现,Jd07
闪耀,Ia07
陕,Dd15
陕北,Cb08
陕甘宁,Cb08
陕西,Di02
陕西梆子,Dk29
陕西省,Di02
擅,Gc02
擅场,Ed04
擅长,Gc02
擅断,Ee38
擅权,Ee38
擅入,Hj64
擅自,Ka19
赡养,Hi38
膳,Da18
膳费,Dj08
膳夫,Ae04
膳食,Da18
善,Jc07
善罢甘休,Ig01
善本,Dk20
善处,Hc01
善后,Ca12
善贾而沽,He03
善举,Di20
善类,Ak03
善良,Ee01
善良之辈,Ak03
善邻,Hi01
善男信女,Am01
善气迎人,Ee07
善人,Ak03
善善从长,Hg08
善始善终,Ee25
善事,Di20
善心,Df05
善行,Di20
善言,Dk11
善意,Df05
善于,Gc02
善战,Ee17
善终,Ig01
汕头,Cb25
扇,Bp34
扇贝,Bi16
扇车,Bo05
扇动,Fa32
扇风,Fa30
扇骨子,Bp34
扇惑,Hi56
扇面,Bc02
扇面儿,Bp34
扇面琴,Bp13
扇阴风，点鬼火,Hi60
扇诱,Hi56
扇子,Bp34
缮,Hg11
缮发,Hc07
缮写,Hg11
缮修,Hd04
墒情,Da21
伤,Je10
伤疤,Bg09
伤悲,Ga01
伤兵,Ag02
伤病,Dl01
伤病员,Ag02
伤残,Ib10
伤残人,Ag02
伤悼,Gb06
伤风,Ib14
伤风败俗,Ee43
伤俘,Ag09
伤感,Ga01
伤害,Je10
伤寒,Dl01
伤耗,Dj08
伤号,Ag02
伤痕,Bg09
伤科,Dk03
伤口,Dl02
伤脑筋,Ed07
伤气,Ga05
伤情,Da21
伤生害命,Hn05
伤湿膏,Br13
伤食,Ib12
伤逝,Gb06
伤势,Da21
伤天害理,Ee01
伤天害命,Ee01
伤痛,Ga01
伤亡,Ib10
伤心,Ga01
伤心惨目,Ef09
伤愈,Ib10
伤员,Ag02
商,Ae09
商标,Bp20
商埠,Cb25
商场,Cb28
商船,Bo22
商店,Dm04
商定,Hi31
商兑,Hi31
商队,Di10
商法,Di25
商贩,Ae09
商风,Bf02
商港,Cb26
商号,Dm04
商会,Di10
商计,Hi31
商贾,Ae09
商检,Hc18
商量,Hi31
商旅,Ae09
商贸,Di18
商品,Ba04
商品房,Bn01
商品肥料,Bm18
商品化,Ih01
商品经济,Dj01
商品粮,Br01
商品流通,He01
商品煤,Bm08
商品生产,Hd29
商品性,Dd01
商洽,Hi31
商情,Da21
商丘,Cb25
商榷,Hi31
商人,Ae09
商社,Dm04
商数,Dn03
商谈,Hi31
商讨,Hi31
商亭,Bn21
商务,Da01
商务部,Dm01
商厦,Dm04
商行,Dm04
商业,Di18
商业部,Dm01
商业界,Dd05
商业经济,Dj01
商业棚,Bn01
商业区,Cb08
商业资本,Dj04
商业资本家,Af04
商议,Hi31
商约,Di24
商酌,Hi31
商飙,Bf02
商籁体,Dk27
赏,Hi26
赏赐,Hi26
赏罚,Hc21
赏罚分明,Ed23
赏封,Dj08
赏光,L03
赏号,Dj08
赏鉴,Hj47
赏金,Dj08
赏脸,L03
赏钱,Dj08
赏识,Gb21
赏玩,Hj47
赏心乐事,Da01
赏心悦目,Ga06
赏阅,Hg10
赏赉,Hi26
晌,Ca03
晌午,Ca28
上,Hj63
上〔声〕,Bg07
上岸,Hj62
上班,Hj11
上半辈子,Ca13
上半年,Ca18
上半晌,Ca28
上半身,Bk01
上半天,Ca28
上半夜,Ca29
上报,Hc15
上辈,Ai02
上辈子,Ai02
上臂,Bk08
上边,Aj08
上膘,Ih05
上宾,Aj05
上不着天，下不着地,Ed10
上部,Dn08
上苍,Cb07
上厕所,Ib08
上策,Df09
上层,Di16
上层建筑,Bn01
上场,Hh01
上场门,Bn04
上朝,Hi02
上乘,Ed06
上乘之作,Dk19
上床,Hj32
上次,Ca11
上代,Ai02
上当,If02
上党梆子,Dk29
上灯,Hj43
上等,Ed06
上等兵,Ae10
上等货,Ba04
上第,Ed06
上帝,Dh01
上吊,Hj52
上调,Hc03
上冻,Ia11
上都,Di03
上端,Cb03
上方,Cb03
上方〔宝〕剑,Bo29
上方宝剑,Bo29
上方剑,Bo29
上房,Bn03
上访,Hm01
上坟,Hj56
上峰,Aj08
上风,Di15
上岗,Hj11
上告,Hc15
上工,Ig01
上钩,If02
上古,Ca02
上轨道,Ih11
上海,Cb25
上海交大,Dm05
上海腔,Bg07
上海人,Aa01
上海市,Cb25
上海滩簧,Dk29
上好,Ed03
上呼吸道,Bk14
上湖村,Cb25
上皇,Af06
上回,Ca11
上火,Ga03
上级,Aj08
上家,Cb01
上将,Ae10
上浆,Fa21
上讲台,Hg05
上焦,Bk14
上交,He10
上交不谄，下交不骄,Ee42
上缴,He10
上绞〔刑〕架,Hm10
上绞架,Hm10
上绞刑架,Hm10
上街,Hj64
上界,Dh02
上届,Ie16
上紧,Ih10
上进,Ie12
上进心,Df01
上劲,Ic05
上京,Di03
上客,Aj05
上课,Hg05
上空,Cb07
上控,Hm01
上口,Ed09
上款,Dk17
上来,Hj62
上联,Dk17
上梁不正下梁歪,Hg08
上流,Be05
上楼去,Ee44
上楼去梯,Ee44
上路,Ig01
上马,Ig01
上门,Hi02
上面,Aj08
上年,Ca18
上年纪,Eb36
上皮组织,Dd06
上品,Ed06
上坡路,Bn11
上铺,Cb01
上气不接下气,Ic08
上千,Dn05
上前,Hj67
上清,Dh02
上去,Hj62
上圈套,If02
上人,Am01
上任,Hc27
上色,Hg19
上山,Hj62
上山下乡,Da20
上赏,Dj08
上上,Ed06
上上策,Df09
上上下下,Eb02
上身,Bk01
上声,Bg07
上声上,Bg07
上升,Ih06
上士,Ae10
上世,Ai02
上市,Dj01
上手,Al03
上首,Cb03
上寿,Hi10
上书,Hi11
上述,Cb03
上水,Hf03
上水船,Bo22
上水道,Bn15
上税,He10
上司,Aj08
上溯,Hf03
上诉,Hm01
上算,If25
上岁数,Eb36
上锁,Fa31
上台,Hh01
上堂,Hg05
上膛,Hb06
上体,Bk01
上天,Dh02
上天无路，入地无门,If03
上头,Aj08
上吐下泻,Ib13
上万,Dn03
上味,Br06
上位,Cb01
上尉,Ae10
上文,Dk19
上无片瓦，下无立锥之地,Ef14
上午,Ca28
上西天,Ib03
上下,Dd05
上下床,Jb02
上下高低,Dd04
上下级,Aj08
上下其手,Hn10
上下钳,Ed23
上下钳口,Ed23
上下位,Id21
上下文,Dk19
上下午,Ca28
上仙,Dh01
上弦月,Bd02
上限,Dd13
上相,Af09
上香,Hk03
上销,Fa31
上校,Ae10
上心,Gb20
上刑,Hm07
上行,Hf03
上行下效,Hg08
上学,Hg08
上旬,Ca22
上压力,Dd14
上眼皮,Bk10
上演,Hh01
上演税,Dj06
上夜,Hc29
上衣,Bq03
上议院,Dm01
上映,Hh03
上游,Cb10
上元节,Ca25
上月,Ca21
上章,Hc15
上涨,Ih06
上帐,He12
上账,Hg11
上真,Dh01
上阵,Hb02
上肢,Bk08
上中农,Ae07
上装,Hh02
上座,Cb01
上座儿,Hj63
上冢,Hj56
上谕,Dk14
上闩,Fa31
上浣,Ca22
上驷,Al03
上腴,Be01
上瘾,Ga14
上颌,Bk04
上颚,Bk04
尚,Gb12
尚方〔宝〕剑,Bo29
尚方宝剑,Bo29
尚方剑,Bo29
尚且,Ka28
尚书,Af09
尚未,Ka18
尚有,Jd01
裳,Bq03
梢,Bc01
梢头,Bh10
捎,Hj36
捎带,Ka20
捎带脚儿,Ka20
捎话,Hj36
捎脚,Hf02
稍,Ka05
稍顷,Eb25
稍稍,Ka05
稍胜一筹,Jb04
稍微,Ka05
稍为,Ka05
稍许,Ka05
稍愈,Ib10
稍纵即逝,Eb23
烧,Ib14
烧杯,Bp07
烧饼,Br09
烧饭,Hj44
烧锅,Bp05
烧焊,Hd06
烧化,Hj43
烧坏,Id06
烧荒,Hd17
烧毁,Ia09
烧火,Hj43
烧鸡,Br06
烧碱,Ba02
烧结,Ie02
烧酒,Br12
烧蓝,Hd11
烧类,Br06
烧料,Ba06
烧卖,Br09
烧瓶,Bp06
烧伤,Dl02
烧塌,Id05
烧香,Hk03
烧香拜佛,Hk03
烧心壶,Bp05
烧夷弹,Bo28
烧纸,Hj43
烧着,Hj43
烧灼,Ib10
芍药,Bh02
勺,Bp05
勺状软骨,Bk13
勺子,Bp05
韶光,Ca16
韶华,Ca16
韶秀,Eb30
少,He15
少艾,Ac03
少安毋躁,Ga09
少白头,Ac03
少半,Dn05
少不得,Ed30
少不更事,Ee21
少不了,Ed30
少待,Hi07
少儿,Ab04
少妇,Ab01
少间,Ib10
少见,L05
少见多怪,Ee18
少将,Ae10
少君,Ah14
少刻,Eb25
少礼,L05
少量,Eb01
少林拳,Dk30
少奶奶,Ab01
少年,Ab03
少年儿童,Ab04
少年犯,An02
少年宫,Dm07
少年老成,Ee21
少年人,Ab03
少女,Ab01
少陪,L01
少顷,Eb25
少时,Eb25
少数,Dn05
少数民族,Di04
少数人,Aa01
少头无尾,Eb07
少尉,Ae10
少先队,Di10
少先队员,Aj07
少相,Eb36
少校,Ae10
少许,Eb01
少爷,Ah14
少有,Eb01
少掌柜,Af04
少壮,Eb36
少壮不努力，老大徒伤悲,Gb23
少壮派,Di10
哨,Bp36
哨棒,Bo13
哨兵,Ae10
哨卡,Di15
哨所,Cb28
哨位,Di15
哨子,Bp36
绍,Ig03
绍介,Hi16
绍酒,Br12
绍剧,Dk29
绍兴,Cb25
绍兴大班,Dk29
绍兴酒,Br12
绍兴乱弹,Dk29
绍兴戏,Dk29
奢侈,Ee26
奢侈品,Ba02
奢华,Ee26
奢靡,Ee26
奢望,Df08
赊,He08
赊购,He03
赊欠,He08
赊销,He03
赊帐,He08
赊账,He08
蛇,Bi10
蛇岛,Be02
蛇根草,Bh08
蛇果,Bh07
蛇麻,Bh08
蛇舌,Bk04
蛇蜕,Bk10
蛇纹石,Bm04
蛇蝎,Ak03
蛇行,Fd08
蛇足,Dg02
舌,Bk04
舌敝唇焦,Ib06
舌根音,Bg07
舌尖后音,Bg07
舌尖音,Bg07
舌剑唇枪,Ed15
舌面后音,Bg07
舌面前音,Bg07
舌人,Ae16
舌苔,Bk04
舌头,Ag09
舌无留言,Hi12
舌下神经,Bk16
舌下腺,Bk17
舌咽神经,Bk16
舌炎,Dl01
舌音,Bg07
舌蝇,Bi22
舌战,Hi41
舌状花,Bh11
舌鳎,Bi14
舍,Jd11
舍本逐末,If25
舍不得,Gb17
舍车保帅,Hb02
舍得,Gb17
舍得一身剐，敢把皇帝拉下马,Ee13
舍弟,Ah09
舍己救人,Ee40
舍己为公,Ee35
舍己为人,Ee40
舍间,Di05
舍近求远,If25
舍利,Bk13
舍利子,Bk13
舍妹,Ah10
舍命,Jd11
舍弃,Jd11
舍亲,Ah01
舍身,Ib03
舍身忘死,Ib03
舍身为国,Ee40
舍身相救,Hi36
舍生取义,Ib03
舍生忘死,Ee13
舍死忘生,Ib03
舍下,Di05
舍已为公,Ee40
赦,Hm11
赦免,Hm11
赦罪,Hm11
摄,Hh03
摄护,Hj33
摄护腺,Bk17
摄理,Hc01
摄谱仪,Bo18
摄取,Je12
摄生,Hj33
摄食,Fc06
摄氏,Dn03
摄氏度,Dn01
摄卫,Hj33
摄下,Hh03
摄像,Hh03
摄像管,Bm07
摄像机,Bp15
摄象,Ae17
摄行,Hc01
摄阳,Je12
摄影,Ae17
摄影机,Bp15
摄影师,Ae17
摄政,Ha03
摄政王,Af05
摄制,Hd04
射,Gb04
射程,Dn02
射候,Bo29
射击,Hb06
射界,Dd05
射猎,Hd26
射流,Ba01
射流技术,De04
射门,Hh05
射手,Ae14
射线,Cb23
射影,Bg03
射中,Ie11
慑,Ga16
慑服,Hi45
涉,Je01
涉笔,Hg11
涉笔成趣,Hg19
涉及,Je01
涉猎,Hg10
涉猎成趣,Ed42
涉禽,Bi11
涉世,Hj03
涉世不深,Ee21
涉外,Cb05
涉嫌,Je01
涉想,Gb01
涉足,Hi23
社,Di10
社长,Af10
社公,Dh01
社会,Di01
社会存在,Jd01
社会党,Di10
社会分工,Di22
社会风气,Di14
社会各界,Dd05
社会工作,Di19
社会关系,Db10
社会化,Di01
社会活动,Id14
社会活动家,Al02
社会教育,Dk01
社会科学,Dk03
社会里,Di01
社会民主党,Di07
